0.43099,0,0.64663,0,0.63374,0.36252,1,0.032736,1,0.91412,0.80851,1,0.79636,5
0.76334,0,0.64663,0,0.63374,0.40659,1,0.026898,1,0.91412,0.80851,0.96992,0.58637,5
0.28144,0,0.64663,0,0.63374,0.46484,1,0.041757,1,0.91412,0.80851,1,0.69095,5.6
0.11139,0,0.64663,0,0.63374,0.43897,0.77137,0.033719,1,0.91412,0.80851,0.85188,0.77925,6.3
0.5141,0,0.64663,0,0.63374,0.18356,1,0.048068,1,0.91412,0.80851,0.22177,0.97268,7
0.00199,0,1,0,0.46091,0.35505,0.98249,0.056907,0.13043,1,0.79787,0.86674,0.61369,7
0.18889,0,0.64663,0,0.64815,0.3288,0.98043,0.026962,1,0.91412,0.80851,1,0.80243,7.2
0.2032,0,0.64663,0,0.60494,0.55049,1,0.064118,1,0.91412,0.80851,0.067906,0.75386,7.2
0.25391,0,0.64663,0,0.64815,0.27572,0.89186,0.035355,1,0.91412,0.80851,1,0.83499,7.4
0.1217,0,0.64663,0,0.60494,0.61717,0.90525,0.062736,1,0.91412,0.80851,0.053583,0.66391,7.5
0.0022608,0,1,0,0.46091,0.29354,0.9794,0.063018,0.13043,1,0.79787,0.80213,0.77125,8.1
0.27869,0,0.64663,0,0.63374,0.34259,0.95881,0.052124,1,0.91412,0.80851,1,0.49779,8.3
0.17819,0,0.64663,0,0.60494,0.4474,0.95263,0.070929,1,0.91412,0.80851,0.018559,0.62528,8.3
0.15367,0,0.64663,0,0.73045,0.45488,0.87539,0.062836,1,0.91412,0.80851,0.17305,0.891,8.4
0.086161,0,0.64663,0,0.63374,0.41885,0.98867,0.045813,1,0.91412,0.80851,0.99042,0.50193,8.5
0.46671,0,0.64663,0,0.63374,0.37747,0.84964,0.043449,1,0.91412,0.80851,0.82995,0.70778,8.5
0.17052,0,0.64663,0,0.73045,0.49646,1,0.071347,1,0.91412,0.80851,0.022694,0.68212,8.7
0.22568,0,0.64663,0,0.64815,0.15463,0.90937,0.028181,1,0.91412,0.80851,0.71993,0.79746,8.8
0.82643,0,0.64663,0,0.60494,0.45909,1,0.061199,1,0.91412,0.80851,0.040673,0.52125,8.8
0.1049,0,0.64663,0,0.60494,0.54014,0.95469,0.076258,1,0.91412,0.80851,0.1523,0.61672,9.5
0.16202,0,0.64663,0,0.73045,0.55566,0.931,0.079386,1,0.91412,0.80851,0.068511,0.45033,9.6
0.20075,0,0.64663,0,0.58848,0.51006,1,0.023325,1,0.91412,0.80851,0.99203,0.55326,10.2
0.16104,0,0.64663,0,0.64815,0.25273,1,0.041821,1,0.91412,0.80851,0.93953,0.79719,10.2
0.13758,0,0.64663,0,0.40947,0.4361,0.58496,0.078931,1,0.91412,0.80851,0.06135,0.38521,10.2
1,0,0.64663,0,0.58848,0.65281,0.91658,0.026089,1,0.91412,0.80851,1,0.42715,10.4
0.2915,0,0.64663,0,0.60494,0.33397,0.88774,0.047095,1,0.91412,0.80851,0.32034,0.68736,10.4
0.27411,0,0.64663,0,0.64815,0.20904,1,0.0307,1,0.91412,0.80851,1,0.73262,10.5
0.14382,0,0.64663,0,0.73045,0.43936,0.96498,0.069656,1,0.91412,0.80851,0.60568,0.60872,10.8
0.17835,0,0.64663,0,0.58848,0.57176,0.99073,0.035428,1,0.91412,0.80851,1,0.53394,10.9
0.42324,0,0.64663,0,0.60494,0.50604,0.78064,0.066682,1,0.91412,0.80851,0.046649,0.35292,10.9
0.082734,0,0.64663,0,0.60494,0.50431,0.77446,0.073293,1,0.91412,0.80851,0.2431,0.54608,11
0.10319,0,0.64663,0,0.64815,0.37842,1,0.040993,1,0.91412,0.80851,1,0.60348,11.3
0.091553,0,0.64663,0,0.64815,0.35045,0.98867,0.054424,1,0.91412,0.80851,1,0.52759,11.5
0.09875,0,0.64663,0,0.40947,0.38398,0.69722,0.084924,1,0.91412,0.80851,0.0083968,0.42577,11.7
0.15631,0,0.64663,0,0.6749,0.50719,0.94851,0.099355,1,0.91412,0.80851,0.25294,0.37086,11.7
0.031173,0,0.70088,0,1,0.25714,0.97734,0.019669,0.17391,0.41221,0.2234,1,0.76049,11.8
0.11988,0,0.64663,0,0.73045,0.55528,0.94645,0.078049,1,0.91412,0.80851,0.10777,0.61396,11.8
0.00046184,0,0.42045,0,0.38683,0.47308,0.80227,0.12507,0,0.16412,0.89362,1,0.1697,11.9
0.16879,0,0.64663,0,0.47119,0.33397,0.97219,0.088307,1,0.91412,0.80851,0.88043,0.63962,12
0.10778,0,0.64663,0,0.63374,0.54474,1,0.046322,1,0.91412,0.80851,0.94758,0.51269,12.1
0.089763,0,0.64663,0,0.64815,0.37536,1,0.036692,1,0.91412,0.80851,1,0.62997,12.3
0.065929,0,0.64663,0,0.63374,0.54493,0.95881,0.049759,1,0.91412,0.80851,1,0.48675,12.5
0.11148,0,0.64663,0,0.73045,0.51542,0.96498,0.097155,1,0.91412,0.80851,0.97887,0.40591,12.6
0.012639,0,0.28152,0,0.31481,0.41234,0.93924,0.28221,0.13043,0.22901,0.89362,0.90738,0.57588,12.7
0.15009,0,0.64663,0,0.63374,0.44568,0.94542,0.059335,1,0.91412,0.80851,1,0.40342,12.7
0.052405,0,0.64663,0,0.6749,0.46273,0.87539,0.13195,1,0.91412,0.80851,0.025619,0.47682,12.7
0.10548,0,0.64663,0,0.73045,0.39586,0.93718,0.062527,1,0.91412,0.80851,1,0.58361,12.8
0.08452,0,0.64663,0,0.6749,0.54723,0.98249,0.095973,1,0.91412,0.80851,0.76628,0.4851,13
0.012874,0,0.28152,0,0.31481,0.41004,0.94851,0.24167,0.13043,0.22901,0.89362,0.90385,0.45861,13.1
0.26573,0,0.64663,0,0.58848,0.54014,0.96087,0.023325,1,0.91412,0.80851,1,0.60596,13.1
0.097903,0,0.64663,0,0.63374,0.55758,0.98764,0.054206,1,0.91412,0.80851,0.98759,0.42467,13.1
0.01553,0,0.28152,0,0.31481,0.45775,0.81462,0.26011,0.13043,0.22901,0.89362,0.58571,0.71689,13.2
0.0027367,0,0.78556,0,0.49177,0.43993,0.98146,0.049014,0.13043,0.4771,0.91489,0.98775,0.54056,13.3
0.11034,0,0.64663,0,0.58848,0.61947,0.98764,0.020769,1,0.91412,0.80851,1,0.53836,13.3
0.071786,0,0.64663,0,0.40947,0.49837,0.97322,0.097882,1,0.91412,0.80851,0.76262,0.61727,13.3
0.037257,0,0.70088,1,1,0.35294,1,0.017459,0.17391,0.41221,0.2234,1,0.69233,13.4
0.079174,0,0.64663,0,0.47119,0.48707,0.84655,0.081132,1,0.91412,0.80851,0.0055474,0.59492,13.4
0.12537,0,0.64663,0,0.73045,0.58785,0.94439,0.090489,1,0.91412,0.80851,0.27619,0.59437,13.4
0.075435,0,0.64663,0,0.6749,0.61084,0.92379,0.10858,1,0.91412,0.80851,0,0.4335,13.4
0.018057,0,0.28152,0,0.31481,0.48573,0.96807,0.23918,0.13043,0.22901,0.89362,0.62532,0.51352,13.5
0.092102,0,0.64663,0,0.6749,0.45507,0.79712,0.15001,1,0.91412,0.80851,0.0080186,0.4197,13.5
0.0011175,0,1,0,0.46091,0.46407,0.98764,0.067155,0.13043,1,0.79787,0.98288,0.45088,13.6
0.026672,0,0.70088,0,1,0.49224,1,0.026326,0.17391,0.41221,0.2234,0.4352,0.71937,13.8
0.12478,0,0.64663,0,0.5823,0.25771,1,0.0040557,1,0.91412,0.80851,1,0.9117,13.8
0.097094,0,0.64663,0,0.63374,0.50431,0.92379,0.060162,1,0.91412,0.80851,1,0.37086,13.8
0.090474,0,0.64663,0,0.40947,0.35754,0.95263,0.11823,1,0.91412,0.80851,0.88824,0.45281,13.8
0.0093764,0,0.28152,0,0.31481,0.3905,0.85273,0.30236,0.13043,0.22901,0.89362,0.76428,0.40784,13.9
0.17176,0,0.64663,0,0.58848,0.59168,0.931,0.019578,1,0.91412,0.80851,0.91457,0.59354,13.9
0.0031986,0,0.78556,0,0.49177,0.50067,0.93409,0.043858,0.13043,0.4771,0.91489,0.97776,0.61893,14
0.11303,0,0.64663,0,0.40947,0.62694,0.9413,0.08717,1,0.91412,0.80851,0.20427,0.49558,14.1
0.10479,0,0.64663,0,0.6749,0.50278,0.98661,0.10294,1,0.91412,0.80851,1,0.45254,14.1
0.053344,0,0.64663,0,0.6749,0.56792,0.86097,0.11878,1,0.91412,0.80851,0.12759,0.45254,14.1
0.078861,0,0.64663,0,0.68519,0.46848,0.9516,0.067746,1,0.91412,0.80851,0.80604,0.38549,14.2
0.009834,0,0.78556,0,0.49177,0.39778,0.94542,0.077322,0.13043,0.4771,0.91489,1,0.45833,14.3
0.062659,0,0.64663,0,0.6749,0.55087,0.87539,0.10787,1,0.91412,0.80851,0.25183,0.39983,14.3
0.0027824,0,0.23644,0,0.12963,0.35217,0.9516,0.43107,0.086957,0.087786,0.56383,1,0.80243,14.4
0.011039,0,0.28152,0,0.31481,0.4315,1,0.26968,0.13043,0.22901,0.89362,0.99405,0.50083,14.5
0.015156,0,0.28152,0,0.31481,0.48113,1,0.27693,0.13043,0.22901,0.89362,0.94914,0.31209,14.5
0.095378,0,0.64663,0,0.40947,0.53401,0.85685,0.083942,1,0.91412,0.80851,0.20962,0.43902,14.5
0.026552,0,0.70088,0,1,0.26154,0.95572,0.030118,0.17391,0.41221,0.2234,0.98691,0.76711,14.6
0.11495,0,0.64663,0,0.47119,0.50278,0.96601,0.094654,1,0.91412,0.80851,0.95663,0.44978,14.6
0.010672,0,0.28152,0,0.31481,0.47634,0.88465,0.30225,0.13043,0.22901,0.89362,0.77175,0.42908,14.8
0.10686,0,0.64663,0,0.6749,0.60682,0.93924,0.12426,1,0.91412,0.80851,0.016037,0.46854,14.9
0.087062,0,0.64663,0,0.6749,0.525,0.83213,0.15036,1,0.91412,0.80851,0.68559,0.40011,14.9
0.0024567,0.125,0.27163,0,0.28601,0.53957,0.9413,0.47442,0.17391,0.23664,0.2766,0.98896,0.51656,15
0.22033,0,0.64663,0,0.58848,0.71891,0.97837,0.016978,1,0.91412,0.80851,1,0.32312,15
0.57468,0,0.64663,0,0.43621,0.42077,1,0.025771,1,0.91412,0.80851,0.0057492,0.23124,15
0.078182,0,0.64663,0,0.64815,0.41234,0.9691,0.072466,1,0.91412,0.80851,0.99377,0.42439,15.1
0.013782,0,0.28152,0,0.31481,0.49454,0.91452,0.25892,0.13043,0.22901,0.89362,1,0.46882,15.2
0.061086,0,0.64663,0,0.6749,0.59283,0.98146,0.11145,1,0.91412,0.80851,0.89508,0.4415,15.2
0.0016246,0,1,0,0.46091,0.36271,0.92482,0.062863,0.13043,1,0.79787,0.99544,0.45061,15.2
0.012591,0,0.70088,1,1,0.27802,0.87642,0.043703,0.17391,0.41221,0.2234,0.86479,0.2867,15.3
0.030658,0,0.70088,0,1,0.39011,0.94748,0.036019,0.17391,0.41221,0.2234,0.8864,0.54415,15.4
